[Wed Jun 10 03:13:17 CST 2026] train rslora_vanilla variant=rslora mode=vanilla steps=100
 Loading checkpoint shards:   0%|          | 0/6 [00:00<?, ?it/s] Loading checkpoint shards:  50%|█████     | 3/6 [00:00<00:00, 13.95it/s] Loading checkpoint shards:  83%|████████▎ | 5/6 [00:00<00:00, 13.86it/s] Loading checkpoint shards: 100%|██████████| 6/6 [00:00<00:00, 15.05it/s]
{"task": "winogrande", "id": "910", "gold": "A", "pred": "B", "correct": false}
{"task": "winogrande", "id": "28", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "452", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "931", "gold": "B", "pred": "A", "correct": false}
{"task": "winogrande", "id": "50", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "216", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "175", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "1020", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "862", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "40", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "1049", "gold": "A", "pred": "B", "correct": false}
{"task": "winogrande", "id": "883", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "735", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "117", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "421", "gold": "B", "pred": "A", "correct": false}
{"task": "winogrande", "id": "72", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "1206", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "755", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "352", "gold": "B", "pred": "A", "correct": false}
{"task": "winogrande", "id": "442", "gold": "B", "pred": "A", "correct": false}
{"task": "winogrande", "id": "742", "gold": "A", "pred": "B", "correct": false}
{"task": "winogrande", "id": "1158", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "1171", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "576", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "643", "gold": "A", "pred": "B", "correct": false}
{"task": "winogrande", "id": "1173", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "970", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "363", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "989", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "1209", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "916", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "335", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "372", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "365", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "1092", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "662", "gold": "A", "pred": "B", "correct": false}
{"task": "winogrande", "id": "1065", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "400", "gold": "B", "pred": "B", "correct": true}
{"task": "commonsenseqa", "id": "8b25332de2894ab38784235838d38cec", "gold": "E", "pred": "E", "correct": true}
{"task": "commonsenseqa", "id": "8ea5720718c0e122efa6277edb511569", "gold": "D", "pred": "D", "correct": true}
{"task": "commonsenseqa", "id": "4acd496cc78d96c2431279a5fd87de7c", "gold": "E", "pred": "E", "correct": true}
{"task": "commonsenseqa", "id": "01794dde3ca2991615f1aa2f63fb22e3", "gold": "E", "pred": "E", "correct": true}
{"task": "commonsenseqa", "id": "41bab71fea3fa04e5a4e10a2f86996df", "gold": "E", "pred": "E", "correct": true}
{"task": "commonsenseqa", "id": "c7ce02d9365fe9275f88338ad51cbde6", "gold": "A", "pred": "A", "correct": true}
{"task": "commonsenseqa", "id": "c9f7d07e6d363a99f5fadd68a4dfa35a", "gold": "B", "pred": "B", "correct": true}
{"task": "commonsenseqa", "id": "29c194d032a266a7160bff6f546a4d9d", "gold": "D", "pred": "D", "correct": true}
{"task": "commonsenseqa", "id": "32d5b7fcae24f0d4871cfb219c5a4b47", "gold": "C", "pred": "E", "correct": false}
{"task": "commonsenseqa", "id": "46351b3a6beb694c5f623583a3b1473d", "gold": "B", "pred": "B", "correct": true}
{"task": "commonsenseqa", "id": "5a50ea4bb2d13dc4f620ebd45025d445", "gold": "E", "pred": "E", "correct": true}
{"task": "commonsenseqa", "id": "5c2bc4335c8860342ec2d568ceb6ac6b", "gold": "C", "pred": "C", "correct": true}
{"task": "commonsenseqa", "id": "b3dc6d6a5e2f9d7da8eb72816c80b3f8_1", "gold": "A", "pred": "A", "correct": true}
{"task": "commonsenseqa", "id": "9889e5389917d812c09d6e5d382d333d", "gold": "B", "pred": "B", "correct": true}
{"task": "commonsenseqa", "id": "4ef3d70648ee3cea028bc5ed0fdfda28", "gold": "C", "pred": "C", "correct": true}
{"task": "commonsenseqa", "id": "359aed918343d228e67cef329b693904", "gold": "C", "pred": "C", "correct": true}
{"task": "commonsenseqa", "id": "011096bcfff30fd38046cf9db3a411c5", "gold": "C", "pred": "C", "correct": true}
{"task": "commonsenseqa", "id": "0f2377604e628c55ba588366139396b9", "gold": "E", "pred": "D", "correct": false}
{"task": "commonsenseqa", "id": "900492bd731f8f615ed7c08155737d44", "gold": "E", "pred": "E", "correct": true}
{"task": "commonsenseqa", "id": "0b52cc905fff0ca69a45e6353d10e401", "gold": "D", "pred": "D", "correct": true}
{"task": "commonsenseqa", "id": "6f48ee564a48293eb501cc0d8197bdd9", "gold": "C", "pred": "E", "correct": false}
{"task": "commonsenseqa", "id": "ba640b9634ad6b4ad98b17b4f152e562", "gold": "B", "pred": "B", "correct": true}
{"task": "commonsenseqa", "id": "5d4233146435ab0ca211e8ac9bfce76f", "gold": "A", "pred": "A", "correct": true}
{"task": "commonsenseqa", "id": "bd773d64f4e22db2358c6e00cbdf2d83", "gold": "A", "pred": "E", "correct": false}
{"task": "commonsenseqa", "id": "ef3d5d35128678937c36438466e0fc93", "gold": "E", "pred": "E", "correct": true}
{"task": "commonsenseqa", "id": "9dffd2021771e0ecddb19031acf3701b", "gold": "C", "pred": "B", "correct": false}
{"task": "commonsenseqa", "id": "8b3b598a647dfd2d63fcedce5f461040", "gold": "A", "pred": "A", "correct": true}
{"task": "commonsenseqa", "id": "821b32d39f57396979069b948030afe9", "gold": "D", "pred": "D", "correct": true}
{"task": "commonsenseqa", "id": "8f2976690c83be6b8fa3a1196dfd9722", "gold": "E", "pred": "E", "correct": true}
{"task": "commonsenseqa", "id": "66bfb6e209c94e6be5b0d04b0c7e2064", "gold": "C", "pred": "C", "correct": true}
{"task": "commonsenseqa", "id": "0bf4d64ad0eee7224acb3a4eb85accb2", "gold": "B", "pred": "B", "correct": true}
{"task": "commonsenseqa", "id": "ec86900559a0faf2aef066e511a4cfa6", "gold": "B", "pred": "B", "correct": true}
{"task": "commonsenseqa", "id": "7c45033e9fd9f1a759923971b14390ed", "gold": "E", "pred": "E", "correct": true}
{"task": "commonsenseqa", "id": "0f7425ecbe369bf41a230aab92d84132", "gold": "B", "pred": "E", "correct": false}
{"task": "commonsenseqa", "id": "42520bf3f93f8de23670044e019001a3", "gold": "E", "pred": "E", "correct": true}
{"task": "commonsenseqa", "id": "07fd8b0aed06406fedb137d11b07a890", "gold": "D", "pred": "C", "correct": false}
{"task": "commonsenseqa", "id": "3eb397b96b6c3a245c81ab30205943f1", "gold": "C", "pred": "C", "correct": true}
{"task": "commonsenseqa", "id": "ed50555f8db2b8f66caf9868dcd7e13b", "gold": "A", "pred": "A", "correct": true}
{"task": "commonsenseqa", "id": "ec224c1dbfb569cce7ec317fe987ae68", "gold": "B", "pred": "B", "correct": true}
{"task": "commonsenseqa", "id": "42c46e28baf0fc617a07419286178c0a", "gold": "E", "pred": "E", "correct": true}
{"task": "commonsenseqa", "id": "cf8e30dd6956d03e3f0f0397112a8696", "gold": "A", "pred": "A", "correct": true}
{"task": "commonsenseqa", "id": "549cf641318edfc0510fa7c7dbb359e1", "gold": "C", "pred": "C", "correct": true}
{"task": "commonsenseqa", "id": "5c171b9837af49211891ce40e4a10204", "gold": "D", "pred": "D", "correct": true}
{"task": "commonsenseqa", "id": "303aedda3a5ab8d853cbe4edc4b914c6", "gold": "C", "pred": "C", "correct": true}
{"task": "commonsenseqa", "id": "1d8d9e3504c8c58a3b923ddc155c19b0", "gold": "B", "pred": "B", "correct": true}
{"task": "commonsenseqa", "id": "8b23cd355ffc8b6e7aa5459ffb21b4e0", "gold": "B", "pred": "E", "correct": false}
{"task": "commonsenseqa", "id": "d78baca23e0a636a8961e17119047e63", "gold": "C", "pred": "E", "correct": false}
{"task": "commonsenseqa", "id": "a5dcac512870e79f5aa2b22dbd662404", "gold": "B", "pred": "B", "correct": true}
{"task": "commonsenseqa", "id": "c7526b682e64f355384631b35cd78fc9", "gold": "B", "pred": "B", "correct": true}
{"task": "commonsenseqa", "id": "1ef68db97654f30cd3701b942fadc934", "gold": "B", "pred": "B", "correct": true}
{"task": "arc_challenge", "id": "593", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "171", "gold": "D", "pred": "D", "correct": true}
{"task": "arc_challenge", "id": "34", "gold": "A", "pred": "C", "correct": false}
{"task": "arc_challenge", "id": "628", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "867", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "776", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "1085", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "733", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "266", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "393", "gold": "B", "pred": "B", "correct": true}
{"task": "arc_challenge", "id": "547", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "910", "gold": "D", "pred": "D", "correct": true}
{"task": "arc_challenge", "id": "28", "gold": "C", "pred": "D", "correct": false}
{"task": "arc_challenge", "id": "452", "gold": "D", "pred": "B", "correct": false}
{"task": "arc_challenge", "id": "931", "gold": "B", "pred": "C", "correct": false}
{"task": "arc_challenge", "id": "50", "gold": "D", "pred": "D", "correct": true}
{"task": "arc_challenge", "id": "216", "gold": "D", "pred": "D", "correct": true}
{"task": "arc_challenge", "id": "175", "gold": "A", "pred": "B", "correct": false}
{"task": "arc_challenge", "id": "1020", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "862", "gold": "D", "pred": "D", "correct": true}
{"task": "arc_challenge", "id": "40", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "1049", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "883", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "735", "gold": "D", "pred": "B", "correct": false}
{"task": "arc_challenge", "id": "117", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "421", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "72", "gold": "B", "pred": "B", "correct": true}
{"task": "arc_challenge", "id": "755", "gold": "D", "pred": "D", "correct": true}
{"task": "arc_challenge", "id": "352", "gold": "D", "pred": "D", "correct": true}
{"task": "arc_challenge", "id": "442", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "742", "gold": "B", "pred": "D", "correct": false}
{"task": "arc_challenge", "id": "1158", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "1171", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "576", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "643", "gold": "B", "pred": "B", "correct": true}
{"task": "arc_challenge", "id": "970", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "363", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "989", "gold": "D", "pred": "B", "correct": false}
{"task": "arc_challenge", "id": "916", "gold": "B", "pred": "B", "correct": true}
{"task": "arc_challenge", "id": "335", "gold": "D", "pred": "D", "correct": true}
{"task": "arc_challenge", "id": "372", "gold": "B", "pred": "B", "correct": true}
{"task": "arc_challenge", "id": "365", "gold": "B", "pred": "B", "correct": true}
{"task": "arc_challenge", "id": "1092", "gold": "B", "pred": "B", "correct": true}
{"task": "arc_challenge", "id": "662", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "1065", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "400", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "234", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "168", "gold": "A", "pred": "A", "correct": true}
{"task": "arc_challenge", "id": "201", "gold": "C", "pred": "C", "correct": true}
{"task": "arc_challenge", "id": "872", "gold": "C", "pred": "C", "correct": true}
{"task": "hellaswag", "id": "4749", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "1368", "gold": "A", "pred": "A", "correct": true}
{"task": "hellaswag", "id": "279", "gold": "A", "pred": "D", "correct": false}
{"task": "hellaswag", "id": "9699", "gold": "C", "pred": "C", "correct": true}
{"task": "hellaswag", "id": "5025", "gold": "C", "pred": "C", "correct": true}
{"task": "hellaswag", "id": "6942", "gold": "C", "pred": "C", "correct": true}
{"task": "hellaswag", "id": "6212", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "8684", "gold": "B", "pred": "C", "correct": false}
{"task": "hellaswag", "id": "5866", "gold": "B", "pred": "C", "correct": false}
{"task": "hellaswag", "id": "2134", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "3145", "gold": "D", "pred": "D", "correct": true}
{"task": "hellaswag", "id": "4380", "gold": "A", "pred": "C", "correct": false}
{"task": "hellaswag", "id": "7283", "gold": "B", "pred": "D", "correct": false}
{"task": "hellaswag", "id": "230", "gold": "B", "pred": "D", "correct": false}
{"task": "hellaswag", "id": "3621", "gold": "A", "pred": "D", "correct": false}
{"task": "hellaswag", "id": "7455", "gold": "D", "pred": "D", "correct": true}
{"task": "hellaswag", "id": "405", "gold": "C", "pred": "C", "correct": true}
{"task": "hellaswag", "id": "1735", "gold": "A", "pred": "B", "correct": false}
{"task": "hellaswag", "id": "1405", "gold": "C", "pred": "C", "correct": true}
{"task": "hellaswag", "id": "8163", "gold": "A", "pred": "A", "correct": true}
{"task": "hellaswag", "id": "6901", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "320", "gold": "D", "pred": "D", "correct": true}
{"task": "hellaswag", "id": "8398", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "7066", "gold": "A", "pred": "A", "correct": true}
{"task": "hellaswag", "id": "5881", "gold": "A", "pred": "A", "correct": true}
{"task": "hellaswag", "id": "942", "gold": "C", "pred": "C", "correct": true}
{"task": "hellaswag", "id": "3368", "gold": "C", "pred": "C", "correct": true}
{"task": "hellaswag", "id": "578", "gold": "D", "pred": "A", "correct": false}
{"task": "hellaswag", "id": "9652", "gold": "D", "pred": "D", "correct": true}
{"task": "hellaswag", "id": "6047", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "2816", "gold": "C", "pred": "C", "correct": true}
{"task": "hellaswag", "id": "3539", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "5943", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "9265", "gold": "B", "pred": "A", "correct": false}
{"task": "hellaswag", "id": "6040", "gold": "C", "pred": "C", "correct": true}
{"task": "hellaswag", "id": "9372", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "4608", "gold": "C", "pred": "A", "correct": false}
{"task": "hellaswag", "id": "5150", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "9387", "gold": "C", "pred": "C", "correct": true}
{"task": "hellaswag", "id": "1404", "gold": "D", "pred": "D", "correct": true}
{"task": "hellaswag", "id": "7767", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "2910", "gold": "C", "pred": "C", "correct": true}
{"task": "hellaswag", "id": "7914", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "9676", "gold": "D", "pred": "D", "correct": true}
{"task": "hellaswag", "id": "7331", "gold": "A", "pred": "C", "correct": false}
{"task": "hellaswag", "id": "2680", "gold": "C", "pred": "C", "correct": true}
{"task": "hellaswag", "id": "2982", "gold": "B", "pred": "B", "correct": true}
{"task": "hellaswag", "id": "2925", "gold": "B", "pred": "D", "correct": false}
{"task": "hellaswag", "id": "8742", "gold": "D", "pred": "D", "correct": true}
{"task": "hellaswag", "id": "5298", "gold": "D", "pred": "D", "correct": true}
{"task": "boolq", "id": "3192", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "1187", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "342", "gold": "yes", "pred": "no", "correct": false}
{"task": "boolq", "id": "69", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "2424", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "1256", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "1735", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "1553", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "2171", "gold": "no", "pred": "yes", "correct": false}
{"task": "boolq", "id": "1466", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "533", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "2973", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "786", "gold": "no", "pred": "yes", "correct": false}
{"task": "boolq", "id": "1095", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "1820", "gold": "yes", "pred": "no", "correct": false}
{"task": "boolq", "id": "57", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "905", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "2540", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "1863", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "101", "gold": "no", "pred": "yes", "correct": false}
{"task": "boolq", "id": "433", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "351", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "2908", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "2040", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "1725", "gold": "no", "pred": "yes", "correct": false}
{"task": "boolq", "id": "80", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "2099", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "2570", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "3007", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "1766", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "1470", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "3157", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "235", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "842", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "3207", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "144", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "2413", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "1511", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "2694", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "704", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "2543", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "884", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "3011", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "1485", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "2316", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "3112", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "1510", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "2343", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "1152", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "2705", "gold": "yes", "pred": "yes", "correct": true}
{
  "mmlu_pro": {
    "accuracy": 0.44,
    "n": 50,
    "seconds": 93.96550440788269,
    "peak_mem_gb": 15.53784990310669
  },
  "pubmedqa": {
    "accuracy": 0.74,
    "n": 50,
    "seconds": 108.9183259010315,
    "peak_mem_gb": 15.483989238739014
  },
  "ceval_computer_network": {
    "accuracy": 0.56,
    "n": 50,
    "seconds": 57.97364258766174,
    "peak_mem_gb": 15.15539026260376
  },
  "sciq": {
    "accuracy": 0.86,
    "n": 50,
    "seconds": 59.72207760810852,
    "peak_mem_gb": 15.132664203643799
  },
  "winogrande": {
    "accuracy": 0.8,
    "n": 50,
    "seconds": 59.39180135726929,
    "peak_mem_gb": 15.101815223693848
  },
  "commonsenseqa": {
    "accuracy": 0.82,
    "n": 50,
    "seconds": 59.564074754714966,
    "peak_mem_gb": 15.122297763824463
  },
  "arc_challenge": {
    "accuracy": 0.84,
    "n": 50,
    "seconds": 57.97942113876343,
    "peak_mem_gb": 15.156818866729736
  },
  "hellaswag": {
    "accuracy": 0.74,
    "n": 50,
    "seconds": 76.84508657455444,
    "peak_mem_gb": 15.266828536987305
  },
  "boolq": {
    "accuracy": 0.88,
    "n": 50,
    "seconds": 69.82029342651367,
    "peak_mem_gb": 15.349694728851318
  }
}
[Wed Jun 10 04:52:52 CST 2026] train nara_vanilla variant=nara mode=vanilla steps=100
Loading checkpoint shards:   0%|          | 0/6 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 6/6 [00:00<00:00, 174.20it/s]
gradient_checkpointing skipped: LLaDAModelLM does not support gradient checkpointing.
trainable params: 10,666,816 || all params: 8,026,248,000 || trainable%: 0.1329
Traceback (most recent call last):
  File "/data/llada_eval/scripts/train_llada_choice_noise_lora.py", line 411, in <module>
    main()
  File "/data/llada_eval/scripts/train_llada_choice_noise_lora.py", line 352, in main
    choice_loss, denoise_loss, probs1 = forward_losses(model, batch, "cuda")
                                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/data/llada_eval/scripts/train_llada_choice_noise_lora.py", line 197, in forward_losses
    out = model(input_ids=input_ids, attention_mask=attention_mask)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/root/anaconda3/lib/python3.11/site-packages/torch/nn/modules/module.py", line 1511, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/root/anaconda3/lib/python3.11/site-packages/torch/nn/modules/module.py", line 1561, in _call_impl
    result = forward_call(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/root/.cache/huggingface/modules/transformers_modules/LLaDA-8B-Instruct/modeling_llada.py", line 1431, in forward
    outputs = self.model.forward(
              ^^^^^^^^^^^^^^^^^^^
  File "/root/.cache/huggingface/modules/transformers_modules/LLaDA-8B-Instruct/modeling_llada.py", line 1328, in forward
    x, cache = block(x, attention_bias=attention_bias, layer_past=layer_past, use_cache=use_cache)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/root/anaconda3/lib/python3.11/site-packages/torch/nn/modules/module.py", line 1511, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/root/anaconda3/lib/python3.11/site-packages/torch/nn/modules/module.py", line 1520, in _call_impl
    return forward_call(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/root/.cache/huggingface/modules/transformers_modules/LLaDA-8B-Instruct/modeling_llada.py", line 901, in forward
    q = self.q_proj(x_normed)
        ^^^^^^^^^^^^^^^^^^^^^
  File "/root/anaconda3/lib/python3.11/site-packages/torch/nn/modules/module.py", line 1511, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/root/anaconda3/lib/python3.11/site-packages/torch/nn/modules/module.py", line 1520, in _call_impl
    return forward_call(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/data/llada_eval/scripts/nara_adapter.py", line 91, in forward
    z = self.lora_A(self.dropout(x).to(dtype))
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/root/anaconda3/lib/python3.11/site-packages/torch/nn/modules/module.py", line 1511, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/root/anaconda3/lib/python3.11/site-packages/torch/nn/modules/module.py", line 1520, in _call_impl
    return forward_call(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/root/anaconda3/lib/python3.11/site-packages/torch/nn/modules/linear.py", line 116, in forward
    return F.linear(input, self.weight, self.bias)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
RuntimeError: Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu! (when checking argument for argument mat2 in method wrapper_CUDA_mm)
[Wed Jun 10 05:00:27 CST 2026] skip train rslora_vanilla; adapter exists
[Wed Jun 10 05:00:27 CST 2026] skip eval rslora_vanilla; raw exists
[Wed Jun 10 05:00:27 CST 2026] skip train dora_vanilla; adapter exists
[Wed Jun 10 05:00:27 CST 2026] skip eval dora_vanilla; raw exists
[Wed Jun 10 05:00:27 CST 2026] skip train loraplus_vanilla; adapter exists
[Wed Jun 10 05:00:27 CST 2026] skip eval loraplus_vanilla; raw exists
[Wed Jun 10 05:00:27 CST 2026] train nara_vanilla variant=nara mode=vanilla steps=100
Loading checkpoint shards:   0%|          | 0/6 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 6/6 [00:00<00:00, 195.59it/s]
gradient_checkpointing skipped: LLaDAModelLM does not support gradient checkpointing.
trainable params: 10,666,816 || all params: 8,026,248,000 || trainable%: 0.1329
{"step": 1, "loss": 0.027861902490258217, "choice_loss": 0.0005062728887423873, "denoise_loss": 0.027861902490258217, "consistency_loss": 0.0}
{"step": 10, "loss": 0.39473840594291687, "choice_loss": 0.38687101006507874, "denoise_loss": 0.39473840594291687, "consistency_loss": 0.0}
{"step": 20, "loss": 0.058229267597198486, "choice_loss": 0.05457340553402901, "denoise_loss": 0.058229267597198486, "consistency_loss": 0.0}
{"step": 30, "loss": 0.7118614912033081, "choice_loss": 0.6957566142082214, "denoise_loss": 0.7118614912033081, "consistency_loss": 0.0}
{"step": 40, "loss": 0.010998223908245564, "choice_loss": 0.009142440743744373, "denoise_loss": 0.010998223908245564, "consistency_loss": 0.0}
{"step": 50, "loss": 1.5128040313720703, "choice_loss": 1.4813488721847534, "denoise_loss": 1.5128040313720703, "consistency_loss": 0.0}
{"step": 60, "loss": 0.005583524238318205, "choice_loss": 0.002635103417560458, "denoise_loss": 0.005583524238318205, "consistency_loss": 0.0}
