task,id,correct,route,first_valid_step,first_final_step,flip_count,late_instability,max_step
commonsenseqa,d867f76d000bdb59b9b4cb982bd7f0a0,False,8,7,7,0,0,8
commonsenseqa,11d7db1d8e1cff2f40d4184f15cf7ae7,True,8,7,7,0,0,8
commonsenseqa,6c4b2c93a4bdafb6cbf2b2ef2439b06f,False,8,7,7,0,0,8
commonsenseqa,8af63d58cc35061dec38e5448c325988,True,8,6,6,0,0,8
commonsenseqa,001cb999a61a5c8b4031ff53cf261714,False,8,7,7,0,0,8
commonsenseqa,0e6a005eec5e6746f3facf4d608bfd8b,True,8,7,7,0,0,8
commonsenseqa,4423c006f2a43f222d4c4e97360c25d3,True,8,6,6,0,0,8
commonsenseqa,3526550b02d9594abd4fc43553010fc6,False,8,7,7,0,0,8
commonsenseqa,ba3a2b9ff289c106051163f840a6f5ba,True,8,7,7,0,0,8
commonsenseqa,8c11546468a2595b29a1297e73334fc4,True,8,7,7,0,0,8
commonsenseqa,e61891746aa94ab57aaa754614034aef,True,8,7,7,0,0,8
commonsenseqa,70701f5d1d62e58d5c74e2e303bb4065,True,8,7,7,0,0,8
commonsenseqa,f7a6d0d816d14210f3af5dabe21bf804,True,8,7,7,0,0,8
commonsenseqa,cf02cca40a47c2deefd8b2e5a5ff2f70,True,8,7,7,0,0,8
commonsenseqa,c74ae684ba6c76e2a913493483678c9d,False,8,7,7,0,0,8
commonsenseqa,07b51b231a9d6a143d8a73e69121e1b1,True,8,6,6,0,0,8
commonsenseqa,4015ab002ff8c233d1c7ef26f5156b88,True,8,6,6,0,0,8
commonsenseqa,30d0c2006613eec41ae814d76c17a798,True,8,6,6,0,0,8
commonsenseqa,463521a93ae71e93bea8b97cdf7a6792,False,8,7,7,0,0,8
commonsenseqa,6acd88b9b5dd15e23bbcc3fd679100a8,True,8,6,6,0,0,8
commonsenseqa,f0d473701d52125dd055d23042de1b0d,True,8,7,7,0,0,8
commonsenseqa,7c95d753943c58757fe6e1ccff8aea14,True,8,7,7,0,0,8
commonsenseqa,6915dfdefe3b1cd5fd8886c8bb84929a,True,8,7,7,0,0,8
commonsenseqa,d81f5c49bc060dc799681bf4cacac73a,True,8,7,7,0,0,8
commonsenseqa,3163910d665c139a1f6f07d85803baba,True,8,6,6,0,0,8
commonsenseqa,e5ad2184e37ae88b2bf46bf6bc0ed2f4,False,8,7,7,0,0,8
commonsenseqa,5392af3f1c4665e95ff3354e5115de42,True,8,7,7,0,0,8
commonsenseqa,7ec14907622c6d5a6087cd59a22d8c9d,True,8,7,7,0,0,8
commonsenseqa,487cabfcd776d89748ee7e7bb681ad59,False,8,7,7,0,0,8
commonsenseqa,af11faa29097b71141fe192ad019d1dd,False,8,7,7,0,0,8
commonsenseqa,7d7f7d7a8ae3b20ca9fc0da6efe467b4,True,8,6,6,0,0,8
commonsenseqa,7192c9f5c513aac9042bad595ff5af9f,True,8,6,6,0,0,8
commonsenseqa,07f108d5321a66f460685f5c7499ecb2,False,8,7,7,0,0,8
commonsenseqa,191e3c676f05a11d6b2565d8c27d2001,True,8,6,6,0,0,8
commonsenseqa,4d67cdb4ba1b0058e383c212303a9f4e,True,8,6,6,0,0,8
commonsenseqa,ae038e9af9d5a511ada7456b5e73b15e,True,8,7,7,0,0,8
commonsenseqa,56417ee33b44f0d916bedfb6fd99b0ec,True,8,6,6,0,0,8
commonsenseqa,ce246bc94a54431b9c0530e71d2456b5,True,8,6,6,0,0,8
commonsenseqa,1875f70cf736c68c7a9df3ef870224a1,False,8,7,7,0,0,8
commonsenseqa,009a7aabffe0583fc2df46656b29c326,True,8,7,7,0,0,8
commonsenseqa,3a6140e475cbbd3ee1da5ba9a6953597_1,True,8,6,6,0,0,8
commonsenseqa,1db19a32a3edbff9981976dc9ec800ce,False,8,7,7,0,0,8
commonsenseqa,fd243c96edec5b1b8520d5bfeddc6622,True,8,6,6,0,0,8
commonsenseqa,fb54a118d46b2776e435d411ae3dd9c8,True,8,6,6,0,0,8
commonsenseqa,4c30d5eed4137cba89747510973f37a3,True,8,7,7,0,0,8
commonsenseqa,3cb91a71a6567da870eedf37becc97ef,True,8,7,7,0,0,8
commonsenseqa,1fcc547e4e6813afc1a66717248d6c62,False,8,7,7,0,0,8
commonsenseqa,31487ab8b1e8f12e252590cc58bd19c2,True,8,7,7,0,0,8
commonsenseqa,a4b44a986e7f9045432e20ea75611df4,False,8,7,7,0,0,8
commonsenseqa,6efaeb796307036719635242fa5ad0f3,True,8,6,6,0,0,8
commonsenseqa,eaadd7a4b18cb48c00f85c3975750fe7,True,8,7,7,0,0,8
commonsenseqa,b1d5cdbf8ef7b3954a6a352bd4df5866,True,8,6,6,0,0,8
commonsenseqa,73fbd2caac2c3786ca810adfe7030273,True,8,7,7,0,0,8
commonsenseqa,d0c67c7ae6f2361fe237110455127866,True,8,7,7,0,0,8
commonsenseqa,1cd94405124031e8681cd12bd25e2d61,True,8,7,7,0,0,8
commonsenseqa,533599262a5dae7c7137cfe69e0e24fb,True,8,7,7,0,0,8
commonsenseqa,05ea49b82e8ec519e82d6633936ab8bf,True,8,7,7,0,0,8
commonsenseqa,60e7338e9e6bfc746a15a161eb12706c,True,8,6,6,0,0,8
commonsenseqa,8c8052980e357545398d27d1c3c832d8,True,8,7,7,0,0,8
commonsenseqa,76b2c6d254f9127b4fd66d90e1a330e7,True,8,7,7,0,0,8
commonsenseqa,aabe8eb218468fc63b6c9aa6d428c951,False,8,7,7,0,0,8
commonsenseqa,a7e3de0719fe30e7048f67426e29fdd1,True,8,6,6,0,0,8
commonsenseqa,8b548832703a8c68a788e2f9c0e222ae,True,8,7,7,0,0,8
commonsenseqa,a90f9197a13c64089c9ba95bcba275ad,True,8,7,7,0,0,8
commonsenseqa,ac6f0e24dd6203cda43e1089dcf081d6,True,8,7,7,0,0,8
commonsenseqa,3dee8fc7f0a3fbf4de111b6686fca157,True,8,6,6,0,0,8
commonsenseqa,aa984e2b487d08889bc0c73bab5ac945,True,8,7,7,0,0,8
commonsenseqa,732af155f677a51d05d0c9e080d598b6,True,8,7,7,0,0,8
commonsenseqa,2ffa3808ce26181926990b454e429c85,True,8,7,7,0,0,8
commonsenseqa,e56c56c3cfe50ba0c787c2bd67255be8,False,8,7,7,0,0,8
commonsenseqa,2729d8502208c25d8e9293cd4e8ecbb5,True,8,6,6,0,0,8
commonsenseqa,290fac9f881a83d8bfb34355f8e71044,True,8,6,6,0,0,8
commonsenseqa,1fe90a4aee405e1aa2279442d28803ae,False,8,7,7,0,0,8
commonsenseqa,1afa02df02c908a558b4036e80242fac,True,8,6,6,0,0,8
commonsenseqa,9e5ce2b7d9eb404cdf8c7317dd0b5a59,True,8,6,6,0,0,8
commonsenseqa,0a4a00ba435397c4a0496dd2c2426be7,True,8,7,7,0,0,8
commonsenseqa,8d1563697d751a364d688d6701ebdb39,False,8,7,7,0,0,8
commonsenseqa,f996430ce208606452868fd2e739d409,True,8,7,7,0,0,8
commonsenseqa,a0d02fc32878efdf0b0d420972943492,True,8,6,6,0,0,8
commonsenseqa,6195ed74cf445cb5d991e1076a080dde,True,8,7,7,0,0,8
commonsenseqa,b6bbe013995fdb5def3d504319af0791,True,8,7,7,0,0,8
commonsenseqa,64ab884bd870f6f68146636b4cce921c,True,8,6,6,0,0,8
commonsenseqa,7f7a6f2b3087bf37dadbe8aa8d358047,True,8,6,6,0,0,8
commonsenseqa,2b9b625c788584b8d41f1a74d740e126,True,8,6,6,0,0,8
commonsenseqa,1a8fbab20bbdf0bbf3961894662d5f7c,True,8,6,6,0,0,8
commonsenseqa,fc1d33a2301a30214523c12573f81aba,True,8,7,7,0,0,8
commonsenseqa,5279a2ea333ba8a5bf3a7637a7279da1,True,8,7,7,0,0,8
commonsenseqa,02f43014a135cbd39f23b044c99de96e,True,8,6,6,0,0,8
commonsenseqa,550164b7cf4e03153484136f10122c70,True,8,7,7,0,0,8
commonsenseqa,fe2a21ddb1bde76025a961126044a9a3,True,8,6,6,0,0,8
commonsenseqa,a4f5e5412f0f8ac9190db1730db07a90,True,8,6,6,0,0,8
commonsenseqa,63db79b940f36f0333377f85c19eacb2,False,8,7,7,0,0,8
commonsenseqa,4c968fa73699a38639ba3ffa1745bc21,False,8,7,7,0,0,8
commonsenseqa,ea33206992fb7ad1c3476e9673bb4a9c,True,8,6,6,0,0,8
commonsenseqa,3f3ba1d9a3bfe63df11247a968eaddce,True,8,7,7,0,0,8
commonsenseqa,2c13e6d61e3733db90a9fd22d72b3337,True,8,6,6,0,0,8
commonsenseqa,651785ed4f7b0bd2e7ca9f70a42acea5,True,8,7,7,0,0,8
commonsenseqa,1d44fb5f4b7f1e23ff6c1c083db81ba1,True,8,6,6,0,0,8
commonsenseqa,cfa980561efe82e7ae7080d4f081b463,True,8,6,6,0,0,8
commonsenseqa,2067720531fc03c017af941cec2f6f40,True,8,7,7,0,0,8
commonsenseqa,384b89e789e0f4b4796120394fb6303b,True,8,7,7,0,0,8
commonsenseqa,fff554fffa1a0adc64b8d1e21d55534b,True,8,6,6,0,0,8
commonsenseqa,e3426e4f60c142aa3d813479f79d6305,True,8,7,7,0,0,8
commonsenseqa,2c9f4a98ce774cd734b6e384d95051a7,False,8,7,7,0,0,8
commonsenseqa,6544a50bf9563d52dbd2034e81df0bf3,True,8,7,7,0,0,8
commonsenseqa,6c36226b23377a0dd0188bf56840e22a,True,8,6,6,0,0,8
commonsenseqa,3e2222c99e11fca2ad4af2d470eb8ea2_1,True,8,6,6,0,0,8
commonsenseqa,8086f022f2d4a4888ae1f8c7e4541ab9,True,8,6,6,0,0,8
commonsenseqa,061f326d2a87a10da6316b55bd5522bd,True,8,6,6,0,0,8
commonsenseqa,c43b60be106662de1863097ee3ddb4d2,True,8,7,7,0,0,8
commonsenseqa,2eef2d255fe629414f4d24ade8590102,True,8,6,6,0,0,8
